Prison Name,Report_Date,Baseline CNA,In Use CNA,Operational Capacity,Population *,Year,Month,Occupancy_Percentage,Overcrowding_Status,Homicide,Natural Causes,Other,Self-Inflicted,Total_Deaths,start_period,end_period,A,B,C,D,YOI,Male,Female,Mixed,Female_open,Female_closed,Notes,Highest_category_male,Highest_category_female,start_date,end_date
Whatton,2019-10-31,775,769.0,841.0,837.0,2019,10,108.84265279583876,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison (sex offenders),C,Other,2014-10-01,2024-09-01
Whitemoor,2019-10-31,473,458.0,458.0,452.0,2019,10,98.68995633187772,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,Category A high security prison,A,Other,2014-10-01,2024-09-01
Winchester,2019-10-31,469,276.0,375.0,340.0,2019,10,123.18840579710144,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Woodhill,2019-10-31,635,539.0,630.0,527.0,2019,10,97.77365491651206,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,Category A high security prison,A,Other,2014-10-01,2024-09-01
Wormwood Scrubs,2019-10-31,1156,963.0,1046.0,1038.0,2019,10,107.78816199376946,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Wymott,2019-10-31,1099,1099.0,1167.0,1142.0,2019,10,103.91264786169245,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Altcourse,2019-11-30,794,794.0,1164.0,1108.0,2019,11,139.54659949622166,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,Operated by G4S; houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Ashfield,2019-11-30,415,400.0,400.0,399.0,2019,11,99.75,At Capacity (90-100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Operated by Serco; specializes in adult sex offenders,C,Other,2014-10-01,2024-09-01
Askham Grange,2019-11-30,128,128.0,128.0,118.0,2019,11,92.1875,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,1,0,Open prison for adults and young offenders,Other,Open,2014-10-01,2024-09-01
Aylesbury,2019-11-30,410,209.0,209.0,205.0,2019,11,98.08612440191388,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Young Offender Institution,YOI,Other,2014-10-01,2024-09-01
Bedford,2019-11-30,314,265.0,397.0,362.0,2019,11,136.60377358490564,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Belmarsh,2019-11-30,760,760.0,906.0,799.0,2019,11,105.13157894736842,Overcrowded (>100%),0.0,0.0,0.0,1.0,1.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,High-security prison; houses high-profile inmates,A,Other,2014-10-01,2024-09-01
Berwyn,2019-11-30,1680,1680.0,1680.0,1645.0,2019,11,97.91666666666666,At Capacity (90-100%),0.0,0.0,1.0,0.0,1.0,02-2017,09-2024,0,0,1,0,0,1,0,0,0,0,"Category C prison. Opened in 02-2017, largest prison in the UK",C,Other,2017-02-01,2024-09-01
Birmingham,2019-11-30,1099,794.0,977.0,951.0,2019,11,119.77329974811084,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Previously known as Winson Green; Changed from private to public in 07-2019,B,Other,2014-10-01,2024-09-01
Brinsford,2019-11-30,539,483.0,515.0,502.0,2019,11,103.93374741200827,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Young Offender Institution,YOI,Other,2014-10-01,2024-09-01
Bristol,2019-11-30,406,345.0,520.0,490.0,2019,11,142.02898550724638,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Brixton,2019-11-30,529,529.0,798.0,786.0,2019,11,148.58223062381853,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Functions as a training establishment,C,Other,2014-10-01,2024-09-01
Bronzefield,2019-11-30,537,537.0,552.0,535.0,2019,11,99.62756052141528,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Operated by Sodexo Justice Services; closed women's prison - houses adults and young offenders,Other,Closed,2014-10-01,2024-09-01
Buckley Hall,2019-11-30,409,409.0,459.0,453.0,2019,11,110.75794621026895,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Bullingdon,2019-11-30,869,869.0,1114.0,1074.0,2019,11,123.59033371691599,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison with some C prisoners,B,Other,2014-10-01,2024-09-01
Bure,2019-11-30,604,604.0,624.0,624.0,2019,11,103.31125827814569,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Specializes in sex offenders,C,Other,2014-10-01,2024-09-01
Cardiff,2019-11-30,534,534.0,779.0,737.0,2019,11,138.01498127340824,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Channings Wood,2019-11-30,698,698.0,724.0,711.0,2019,11,101.86246418338109,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Offers Sex Offender Treatment Programme (SOTP),C,Other,2014-10-01,2024-09-01
Chelmsford,2019-11-30,551,551.0,750.0,714.0,2019,11,129.5825771324864,Overcrowded (>100%),0.0,0.0,0.0,1.0,1.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,Houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Coldingley,2019-11-30,493,403.0,426.0,424.0,2019,11,105.21091811414391,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Functions as a training prison,C,Other,2014-10-01,2024-09-01
Cookham Wood,2019-11-30,188,188.0,188.0,160.0,2019,11,85.1063829787234,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Young Offender Institution for juveniles (15-18),YOI,Other,2014-10-01,2024-09-01
Dartmoor,2019-11-30,642,640.0,640.0,628.0,2019,11,98.125,At Capacity (90-100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Functions as a training prison,C,Other,2014-10-01,2024-09-01
Deerbolt,2019-11-30,513,447.0,447.0,387.0,2019,11,86.57718120805369,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Young Offender Institution,YOI,Other,2014-10-01,2024-09-01
Doncaster,2019-11-30,738,738.0,1145.0,1122.0,2019,11,152.03252032520325,Overcrowded (>100%),0.0,0.0,0.0,1.0,1.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,"Operated by Serco; houses adults, young offenders, and sex offenders",B,Other,2014-10-01,2024-09-01
Dovegate,2019-11-30,1062,1060.0,1160.0,1153.0,2019,11,108.77358490566039,Overcrowded (>100%),0.0,0.0,0.0,1.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Operated by Serco; functions as a training prison,B,Other,2014-10-01,2024-09-01
Downview,2019-11-30,368,307.0,307.0,295.0,2019,11,96.09120521172639,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,05-2016,09-2024,0,0,0,0,0,0,1,0,0,1,Reopened as a female prison in 05-2016,Other,Closed,2016-05-01,2024-09-01
Drake Hall,2019-11-30,340,340.0,340.0,328.0,2019,11,96.47058823529412,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison; specializes in foreign nationals,Other,Closed,2014-10-01,2024-09-01
Durham,2019-11-30,597,578.0,998.0,943.0,2019,11,163.14878892733563,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,Houses adults and young offenders on remand,B,Other,2014-10-01,2024-09-01
East Sutton Park,2019-11-30,101,101.0,101.0,98.0,2019,11,97.02970297029702,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,1,0,Open women's prison,Other,Open,2014-10-01,2024-09-01
Eastwood Park,2019-11-30,406,387.0,435.0,360.0,2019,11,93.02325581395348,At Capacity (90-100%),0.0,0.0,1.0,0.0,1.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison,Other,Closed,2014-10-01,2024-09-01
Elmley (Sheppey),2019-11-30,1007,1007.0,1192.0,1141.0,2019,11,113.30685203574976,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Erlestoke,2019-11-30,494,494.0,524.0,496.0,2019,11,100.40485829959513,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Exeter,2019-11-30,326,318.0,561.0,486.0,2019,11,152.83018867924528,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,Houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Featherstone,2019-11-30,671,614.0,630.0,611.0,2019,11,99.51140065146579,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Functions as a training establishment,C,Other,2014-10-01,2024-09-01
Feltham,2019-11-30,768,542.0,542.0,436.0,2019,11,80.44280442804428,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Young Offender Institution,YOI,Other,2014-10-01,2024-09-01
Ford,2019-11-30,544,544.0,544.0,535.0,2019,11,98.34558823529412,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Forest Bank,2019-11-30,1063,1063.0,1460.0,1436.0,2019,11,135.08936970837254,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,Operated by Sodexo Justice Services; houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Foston Hall,2019-11-30,307,307.0,349.0,329.0,2019,11,107.16612377850163,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison; houses adults and young offenders,Other,Closed,2014-10-01,2024-09-01
Frankland,2019-11-30,852,852.0,852.0,839.0,2019,11,98.47417840375586,At Capacity (90-100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,High-security prison; houses Category A High Risk and Category B adult males,A,Other,2014-10-01,2024-09-01
Full Sutton,2019-11-30,594,594.0,594.0,562.0,2019,11,94.61279461279462,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,High-security prison; houses Category A prisoners,A,Other,2014-10-01,2024-09-01
Garth,2019-11-30,812,812.0,845.0,810.0,2019,11,99.75369458128078,At Capacity (90-100%),0.0,0.0,1.0,0.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B training establishment,B,Other,2014-10-01,2024-09-01
Gartree,2019-11-30,708,708.0,708.0,678.0,2019,11,95.76271186440678,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B training prison,B,Other,2014-10-01,2024-09-01
Grendon / Springhill,2019-11-30,586,568.0,568.0,539.0,2019,11,94.8943661971831,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,1,0,1,0,0,0,0,"Grendon = Category B (therapeutic community), Springhill = Category D (open)",B,Other,2014-10-01,2024-09-01
Guys Marsh,2019-11-30,518,379.0,446.0,441.0,2019,11,116.35883905013193,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Hatfield,2019-11-30,390,378.0,378.0,372.0,2019,11,98.4126984126984,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,02-2015,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison (part of Moorland/Hatfield),D,Other,2015-02-01,2024-09-01
Haverigg,2019-11-30,622,102.0,102.0,76.0,2019,11,74.50980392156863,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Hewell,2019-11-30,1037,889.0,1052.0,1035.0,2019,11,116.42294713160854,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Primarily Category B local (open site closed in 2020),B,Other,2014-10-01,2024-09-01
High Down,2019-11-30,999,999.0,1203.0,1123.0,2019,11,112.41241241241242,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Highpoint (North and South),2019-11-30,1311,1291.0,1325.0,1304.0,2019,11,101.00697134004648,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Hindley,2019-11-30,580,512.0,578.0,543.0,2019,11,106.0546875,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,1,1,0,0,0,0,"Re-rolled to Cat C for adult men, still holds some YOs/young adults",C,Other,2014-10-01,2024-09-01
Hollesley Bay,2019-11-30,485,480.0,480.0,476.0,2019,11,99.16666666666667,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Holme House,2019-11-30,1036,1036.0,1210.0,1202.0,2019,11,116.02316602316603,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,05-2017,09-2024,0,0,1,0,0,1,0,0,0,0,Changed from local (B) to Cat C prison in May 2017; Changed from local to Cat C prison in 05-2017,C,Other,2017-05-01,2024-09-01
Hull,2019-11-30,723,723.0,1044.0,991.0,2019,11,137.06777316735824,Overcrowded (>100%),0.0,0.0,0.0,1.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Humber,2019-11-30,965,951.0,1062.0,1035.0,2019,11,108.8328075709779,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Huntercombe,2019-11-30,370,369.0,480.0,477.0,2019,11,129.26829268292684,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison (foreign nationals),C,Other,2014-10-01,2024-09-01
Isis,2019-11-30,478,478.0,628.0,626.0,2019,11,130.96234309623432,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,1,1,0,0,0,0,"Officially a Cat C prison, also designated as a YOI for 18-21 (London area)",C,Other,2014-10-01,2024-09-01
Isle of Wight,2019-11-30,1068,976.0,1053.0,1042.0,2019,11,106.76229508196722,Overcrowded (>100%),0.0,0.0,0.0,1.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Primarily Category B (combining ex-Parkhurst/Albany),B,Other,2014-10-01,2024-09-01
Kirkham,2019-11-30,657,657.0,657.0,590.0,2019,11,89.8021308980213,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Kirklevington Grange,2019-11-30,283,283.0,283.0,266.0,2019,11,93.99293286219081,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open resettlement prison,D,Other,2014-10-01,2024-09-01
Lancaster Farms,2019-11-30,495,495.0,560.0,550.0,2019,11,111.11111111111111,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Leeds,2019-11-30,667,667.0,1210.0,1085.0,2019,11,162.66866566716644,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Leicester,2019-11-30,214,208.0,411.0,323.0,2019,11,155.28846153846155,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Lewes,2019-11-30,617,563.0,638.0,552.0,2019,11,98.04618117229128,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Leyhill,2019-11-30,515,515.0,515.0,513.0,2019,11,99.6116504854369,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Lincoln,2019-11-30,408,403.0,729.0,648.0,2019,11,160.79404466501242,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Lindholme,2019-11-30,924,859.0,945.0,943.0,2019,11,109.77881257275904,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Littlehey,2019-11-30,1154,1154.0,1220.0,1203.0,2019,11,104.24610051993068,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,1,1,0,0,0,0,"Adult side = Cat C, YOI side (18-21)",C,Other,2014-10-01,2024-09-01
Liverpool,2019-11-30,1173,607.0,700.0,683.0,2019,11,112.52059308072488,Overcrowded (>100%),0.0,0.0,0.0,1.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Long Lartin,2019-11-30,609,562.0,562.0,547.0,2019,11,97.33096085409252,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,Category A high security prison,A,Other,2014-10-01,2024-09-01
Low Newton,2019-11-30,314,314.0,344.0,306.0,2019,11,97.45222929936305,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison,Other,Closed,2014-10-01,2024-09-01
Lowdham Grange,2019-11-30,919,888.0,888.0,888.0,2019,11,100.0,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B prison (privately operated),B,Other,2014-10-01,2024-09-01
Maidstone,2019-11-30,565,565.0,600.0,587.0,2019,11,103.89380530973452,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Manchester,2019-11-30,967,958.0,1136.0,910.0,2019,11,94.98956158663883,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,Category A high security prison (Strangeways),A,Other,2014-10-01,2024-09-01
Moorland,2019-11-30,943,943.0,1006.0,960.0,2019,11,101.80275715800636,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,02-2015,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison (part of Moorland/Hatfield),C,Other,2015-02-01,2024-09-01
New Hall,2019-11-30,392,371.0,425.0,389.0,2019,11,104.85175202156334,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,0,1,0,0,1,"Closed women's prison (for adult women, plus young offenders)",Other,Closed,2014-10-01,2024-09-01
North Sea Camp,2019-11-30,420,420.0,420.0,415.0,2019,11,98.80952380952381,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Northumberland,2019-11-30,1368,1348.0,1348.0,1342.0,2019,11,99.55489614243324,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Norwich,2019-11-30,616,616.0,773.0,720.0,2019,11,116.88311688311688,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Nottingham,2019-11-30,723,576.0,800.0,792.0,2019,11,137.5,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Oakwood,2019-11-30,1600,1600.0,2106.0,2094.0,2019,11,130.875,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison (private),C,Other,2014-10-01,2024-09-01
Onley,2019-11-30,742,734.0,734.0,717.0,2019,11,97.68392370572208,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Parc,2019-11-30,1559,1559.0,1699.0,1652.0,2019,11,105.96536241180243,Overcrowded (>100%),0.0,0.0,0.0,1.0,1.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,"Mainly Cat B local/training, has a separate YOI/juvenile unit (run by G4S)",B,Other,2014-10-01,2024-09-01
Pentonville,2019-11-30,906,694.0,1098.0,1089.0,2019,11,156.91642651296831,Overcrowded (>100%),0.0,0.0,0.0,1.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Peterborough (Male & Female),2019-11-30,1120,1104.0,1240.0,1193.0,2019,11,108.06159420289856,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,0,0,1,0,1,The only dual-purpose prison in England & Wales,B,Closed,2014-10-01,2024-09-01
Portland,2019-11-30,463,458.0,510.0,500.0,2019,11,109.1703056768559,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,1,1,0,0,0,0,"Primarily Cat C adult, YOI/young adults side",C,Other,2014-10-01,2024-09-01
Preston,2019-11-30,433,433.0,811.0,701.0,2019,11,161.89376443418013,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Ranby,2019-11-30,893,832.0,1038.0,1014.0,2019,11,121.875,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Risley,2019-11-30,1050,1048.0,1094.0,1038.0,2019,11,99.04580152671755,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Rochester,2019-11-30,802,695.0,695.0,678.0,2019,11,97.55395683453237,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,1,1,0,0,0,0,"Adult side = Cat C, YOI side (18-21)",C,Other,2014-10-01,2024-09-01
Rye Hill,2019-11-30,600,600.0,664.0,663.0,2019,11,110.5,Overcrowded (>100%),0.0,2.0,0.0,0.0,2.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,"Category B prison (private, mainly for sex offenders)",B,Other,2014-10-01,2024-09-01
Send,2019-11-30,282,282.0,282.0,274.0,2019,11,97.16312056737588,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison,Other,Closed,2014-10-01,2024-09-01
Stafford,2019-11-30,741,741.0,751.0,746.0,2019,11,100.67476383265857,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison (specializes in sex offenders),C,Other,2014-10-01,2024-09-01
Standford Hill (Sheppey),2019-11-30,464,464.0,464.0,462.0,2019,11,99.56896551724138,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Stocken,2019-11-30,868,868.0,953.0,936.0,2019,11,107.83410138248848,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Stoke Heath,2019-11-30,662,662.0,782.0,757.0,2019,11,114.35045317220545,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Styal,2019-11-30,480,446.0,461.0,425.0,2019,11,95.2914798206278,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison (with some open units),Other,Closed,2014-10-01,2024-09-01
Sudbury,2019-11-30,581,581.0,581.0,577.0,2019,11,99.31153184165233,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Swaleside (Sheppey),2019-11-30,1112,1112.0,1112.0,1070.0,2019,11,96.22302158273382,At Capacity (90-100%),0.0,0.0,1.0,1.0,2.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B training prison,B,Other,2014-10-01,2024-09-01
